index,region,cluster,pc,cor
oni,Asia,4,1,0.267357544062391
pdo,Europe,4,1,0.267984603847193
oni,Oceania,4,2,0.301280252208365
nao,Africa,4,2,0.264429811956684
pdo,Americas,4,2,0.373817352222829
npgo,Antarctica,4,2,0.252017752892787
oni,Asia,4,3,0.233435406220117
pdo,Europe,4,3,0.238195153232994
oni,Oceania,5,1,0.355644545037486
pdo,Africa,5,1,0.243417203972347
iod,Americas,5,1,0.241483427173073
npgo,Antarctica,5,1,0.294349119684356
iod,Asia,5,2,0.248306393107372
oni,Europe,5,3,0.335462366212321
pdo,Oceania,5,3,0.266763074845925
iod,Africa,5,3,0.253721127261355
npgo,Americas,5,3,0.381402716809609
oni,Antarctica,6,1,0.298439444262158
nao,Asia,6,1,0.270222801519063
pdo,Europe,6,1,0.2500240554203
npgo,Oceania,6,1,0.243689297442487
npo,Africa,6,1,0.359916964420895
oni,Americas,6,2,0.241624282078975
iod,Antarctica,6,2,0.30750147156783
npgo,Asia,6,2,0.272833040215492
oni,Europe,6,3,0.27151841921213
iod,Oceania,6,3,0.263298973608877
oni,Africa,7,1,cor04
pdo,Americas,7,1,cor04
iod,Antarctica,7,1,0.298743328945677
npgo,Asia,7,1,0.243177257981797
npo,Europe,7,1,0.312802555333744
oni,Oceania,7,2,0.234125640291925
nao,Africa,7,2,0.239487723861555
iod,Americas,7,2,0.260846822330485
npgo,Antarctica,7,2,0.241152225226336
oni,Asia,7,3,0.346275064625852
pdo,Europe,7,3,cor04
npgo,Oceania,7,3,0.35372391207865
npo,Africa,7,3,0.294686711386046
oni,Americas,8,1,0.34716489964753
nao,Antarctica,8,1,cor04
pdo,Asia,8,1,0.351816128980847
npgo,Europe,8,1,0.28979161553207
oni,Oceania,8,2,0.270502811345694
nao,Africa,8,2,0.327848174771727
iod,Americas,8,2,0.253272968082284
npo,Antarctica,8,2,0.260119011005537
oni,Asia,8,3,0.242976883381171
nao,Europe,8,3,0.26374513320799
pdo,Oceania,8,3,0.294727198304395
iod,Africa,8,3,0.239760339259503
npgo,Americas,8,3,0.327706376763808
npo,Antarctica,8,3,0.286877538071206
nao,Asia,9,1,0.316176857034996
iod,Europe,9,1,0.234427528259863
npgo,Oceania,9,1,0.30017760782373
npo,Africa,9,1,0.295774468197323
oni,Americas,9,2,0.332346198121671
pdo,Antarctica,9,2,0.258708174311939
iod,Asia,9,2,0.270125410807729
nao,Europe,9,3,0.295474431774969
pdo,Oceania,9,3,0.240027116891701
npo,Africa,9,3,0.275539960326637
oni,Americas,10,1,0.278594437347553
nao,Antarctica,10,1,0.252299944254963
iod,Asia,10,1,0.294713057798655
npgo,Europe,10,1,0.362044356358477
npo,Oceania,10,1,0.367645083171036
nao,Africa,10,2,0.254732670598557
npo,Americas,10,2,0.349505402667803
oni,Antarctica,10,3,0.279734724972808
pdo,Asia,10,3,0.280776951010517
iod,Europe,10,3,0.298212456630094
npgo,Oceania,10,3,0.260858549624412
iod,Africa,11,1,0.272281465888268
nao,Americas,11,2,0.259977459463309
oni,Antarctica,11,3,0.359256520370207
nao,Asia,11,3,0.314453327375187
npgo,Europe,11,3,0.277251906647578
npo,Oceania,11,3,0.391261612788231
oni,Africa,12,1,0.329725663880277
nao,Americas,12,1,0.389868421520933
pdo,Antarctica,12,1,0.30416005412112
npo,Asia,12,1,0.324107029582571
oni,Europe,12,2,0.292706645774854
pdo,Oceania,12,2,0.369887222553926
iod,Africa,12,2,0.272715979612653
npgo,Americas,12,2,0.246634452136754
oni,Antarctica,13,1,cor04
nao,Asia,13,1,0.330798193811361
pdo,Europe,13,1,0.31781705768452
npgo,Oceania,13,1,0.253477921576389
npo,Africa,13,1,0.357649608888269
oni,Americas,13,2,cor04
nao,Antarctica,13,2,0.244729593079617
pdo,Asia,13,2,cor04
iod,Europe,13,2,0.312644546791482
npgo,Oceania,13,2,0.362231960440202
npo,Africa,13,2,0.378457788882973
oni,Americas,13,3,0.276980797878824
nao,Antarctica,13,3,0.327902764130574
iod,Asia,13,3,0.322680411912491
oni,Europe,14,1,0.341888875038247
nao,Oceania,14,1,cor04
pdo,Africa,14,1,0.291656234061933
iod,Americas,14,1,0.274985617988198
npgo,Antarctica,14,1,cor04
nao,Asia,14,2,0.361690720511269
npgo,Europe,14,2,0.302913582750333
npo,Oceania,14,2,0.283236997745732
iod,Africa,14,3,0.23589800030975
oni,Americas,15,2,0.322355781153496
nao,Antarctica,15,2,0.241468820971282
pdo,Asia,15,2,0.236035647797245
npgo,Europe,15,2,0.363027499761871
oni,Oceania,15,3,0.26024379537116
nao,Africa,15,3,0.251486645097107
pdo,Americas,15,3,0.247614717673097
iod,Antarctica,15,3,0.277321631776567
npgo,Asia,15,3,0.266673550075612
oni,Europe,16,1,0.364600085660732
npgo,Oceania,16,1,0.338215853455418
npo,Africa,16,1,0.263488047603082
oni,Americas,16,3,0.265541914566358
iod,Antarctica,16,3,0.354050818777561
npgo,Asia,16,3,0.358873719083577
oni,Europe,17,1,0.318342114562082
nao,Oceania,17,2,0.244839160052036
oni,Africa,17,3,0.234330038864678
nao,Americas,17,3,0.354088833837984
oni,Antarctica,18,1,0.328934467226333
nao,Asia,18,1,0.324614139629812
npgo,Europe,18,3,0.266682579352776
nao,Oceania,19,1,0.329010026883913
iod,Africa,19,1,0.302930757480894
oni,Americas,19,2,0.296921441418111
nao,Antarctica,19,2,0.259421528091286
npgo,Asia,19,2,0.262840298368752
nao,Europe,19,3,0.251810992138311
pdo,Oceania,19,3,0.340010214190925
oni,Africa,20,1,cor04
pdo,Americas,20,1,0.31369708305771
iod,Antarctica,20,1,0.268322955056423
npo,Asia,20,1,0.270392410027972
iod,Europe,20,2,0.244328809469327
oni,Oceania,20,3,0.30502796063621
pdo,Africa,20,3,0.286581561624231
iod,Americas,20,3,0.281909559316374
npgo,Antarctica,20,3,cor04
oni,Asia,21,1,0.274598142644201
nao,Europe,21,1,0.32560424765082
pdo,Oceania,21,1,0.360902290910062
npo,Africa,21,1,0.313783553924609
oni,Americas,21,2,0.275250258686595
nao,Antarctica,21,2,0.391108840278217
oni,Asia,21,3,0.295775450609716
iod,Europe,21,3,0.236058732860442
oni,Oceania,22,1,0.297973481201601
nao,Africa,22,1,0.27759622510232
pdo,Americas,22,1,0.258931834665648
npgo,Antarctica,22,1,0.299753929530608
oni,Asia,22,2,0.257234006321177
nao,Europe,22,2,0.240624709350161
pdo,Oceania,22,2,0.265699381084769
oni,Africa,22,3,0.272310040447603
iod,Americas,22,3,0.332670218869804
npo,Antarctica,22,3,0.268438418969098
pdo,Asia,23,1,0.286887481318714
iod,Europe,23,1,0.27513654420986
oni,Oceania,23,2,0.23324175787013
nao,Africa,23,2,0.290936157969561
nao,Americas,23,3,0.245962341927697
npgo,Antarctica,23,3,0.279681784372277
oni,Asia,24,1,0.275347907773948
nao,Europe,24,1,0.27896018570683
nao,Oceania,24,2,0.28050362371527
npgo,Africa,24,3,0.237452232738414
npo,Americas,24,3,0.233679924423446
nao,Antarctica,25,1,0.314072409690726
iod,Asia,25,1,0.256721501039738
npgo,Europe,25,1,0.234989092505666
oni,Oceania,25,2,0.293852141220768
pdo,Africa,25,2,0.275479472790718
npgo,Americas,25,2,0.237095496608764
npo,Antarctica,25,2,cor04
oni,Asia,25,3,0.331693655526361
nao,Europe,25,3,0.300685268530851
npgo,Oceania,25,3,0.309101557161638
oni,Africa,26,2,0.371676282547652
oni,Americas,26,3,0.232431816481316
pdo,Antarctica,26,3,0.292787948699294
iod,Asia,26,3,0.23977976036455
oni,Europe,27,1,0.235124982154983
iod,Oceania,27,1,0.255418749116976
oni,Africa,27,2,0.26843924745642
nao,Americas,27,2,0.236575139420334
iod,Antarctica,27,2,0.344996195282375
npo,Asia,27,2,0.248335847036866
oni,Europe,27,3,0.392354250300402
pdo,Oceania,27,3,cor04
npgo,Africa,27,3,0.327983857289487
npo,Americas,27,3,0.309638140362771
oni,Antarctica,1,1,0.23328130336345
npo,Asia,1,1,0.339571489332472
oni,Europe,1,2,0.308626256424418
pdo,Oceania,1,2,0.290168925717655
npgo,Africa,1,2,0.297903862194043
nao,Americas,1,3,0.27905689582341
oni,Antarctica,2,1,0.253673937921033
pdo,Asia,2,1,0.318281400835932
iod,Europe,2,1,0.241564493187557
oni,Oceania,2,2,0.32654430794358
npgo,Africa,2,2,0.383362514337158
nao,Americas,2,3,0.338013676531475
iod,Antarctica,2,3,0.245153548033683
npgo,Asia,2,3,0.290432697376648
npo,Europe,2,3,0.303754572439167
oni,Oceania,3,1,cor04
nao,Africa,3,1,0.256608297104712
iod,Americas,3,1,cor04
npo,Antarctica,3,1,0.268634493907385
oni,Asia,3,2,cor04
nao,Europe,3,2,0.309911979470988
pdo,Oceania,3,2,cor04
iod,Africa,3,2,0.235062747093047
npgo,Americas,3,2,cor04
npo,Antarctica,3,2,0.260765946593546
iod,Asia,3,3,0.254819280397726
npgo,Europe,3,3,0.308369641870058
oni,Oceania,4,1,0.267357544062391
pdo,Africa,4,1,0.267984603847193
oni,Americas,4,2,0.301280252208365
nao,Antarctica,4,2,0.264429811956684
pdo,Asia,4,2,0.373817352222829
npgo,Europe,4,2,0.252017752892787
oni,Oceania,4,3,0.233435406220117
pdo,Africa,4,3,0.238195153232994
oni,Americas,5,1,0.355644545037486
pdo,Antarctica,5,1,0.243417203972347
iod,Asia,5,1,0.241483427173073
npgo,Europe,5,1,0.294349119684356
iod,Oceania,5,2,0.248306393107372
oni,Africa,5,3,0.335462366212321
pdo,Americas,5,3,0.266763074845925
iod,Antarctica,5,3,0.253721127261355
npgo,Asia,5,3,0.381402716809609
oni,Europe,6,1,0.298439444262158
nao,Oceania,6,1,0.270222801519063
pdo,Africa,6,1,0.2500240554203
npgo,Americas,6,1,0.243689297442487
npo,Antarctica,6,1,0.359916964420895
oni,Asia,6,2,0.241624282078975
iod,Europe,6,2,0.30750147156783
npgo,Oceania,6,2,0.272833040215492
oni,Africa,6,3,0.27151841921213
iod,Americas,6,3,0.263298973608877
oni,Antarctica,7,1,cor04
pdo,Asia,7,1,cor04
iod,Europe,7,1,0.298743328945677
npgo,Oceania,7,1,0.243177257981797
npo,Africa,7,1,0.312802555333744
oni,Americas,7,2,0.234125640291925
nao,Antarctica,7,2,0.239487723861555
iod,Asia,7,2,0.260846822330485
npgo,Europe,7,2,0.241152225226336
oni,Oceania,7,3,0.346275064625852
pdo,Africa,7,3,cor04
npgo,Americas,7,3,0.35372391207865
npo,Antarctica,7,3,0.294686711386046
oni,Asia,8,1,0.34716489964753
nao,Europe,8,1,cor04
pdo,Oceania,8,1,0.351816128980847
npgo,Africa,8,1,0.28979161553207
oni,Americas,8,2,0.270502811345694
nao,Antarctica,8,2,0.327848174771727
iod,Asia,8,2,0.253272968082284
npo,Europe,8,2,0.260119011005537
oni,Oceania,8,3,0.242976883381171
nao,Africa,8,3,0.26374513320799
pdo,Americas,8,3,0.294727198304395
iod,Antarctica,8,3,0.239760339259503
npgo,Asia,8,3,0.327706376763808
npo,Europe,8,3,0.286877538071206
nao,Oceania,9,1,0.316176857034996
iod,Africa,9,1,0.234427528259863
npgo,Americas,9,1,0.30017760782373
npo,Antarctica,9,1,0.295774468197323
oni,Asia,9,2,0.332346198121671
pdo,Europe,9,2,0.258708174311939
iod,Oceania,9,2,0.270125410807729
nao,Africa,9,3,0.295474431774969
pdo,Americas,9,3,0.240027116891701
npo,Antarctica,9,3,0.275539960326637
oni,Asia,10,1,0.278594437347553
nao,Europe,10,1,0.252299944254963
iod,Oceania,10,1,0.294713057798655
npgo,Africa,10,1,0.362044356358477
npo,Americas,10,1,0.367645083171036
nao,Antarctica,10,2,0.254732670598557
npo,Asia,10,2,0.349505402667803
oni,Europe,10,3,0.279734724972808
pdo,Oceania,10,3,0.280776951010517
iod,Africa,10,3,0.298212456630094
npgo,Americas,10,3,0.260858549624412
iod,Antarctica,11,1,0.272281465888268
nao,Asia,11,2,0.259977459463309
oni,Europe,11,3,0.359256520370207
nao,Oceania,11,3,0.314453327375187
npgo,Africa,11,3,0.277251906647578
npo,Americas,11,3,0.391261612788231
oni,Antarctica,12,1,0.329725663880277
nao,Asia,12,1,0.389868421520933
pdo,Europe,12,1,0.30416005412112
npo,Oceania,12,1,0.324107029582571
oni,Africa,12,2,0.292706645774854
pdo,Americas,12,2,0.369887222553926
iod,Antarctica,12,2,0.272715979612653
npgo,Asia,12,2,0.246634452136754
oni,Europe,13,1,cor04
nao,Oceania,13,1,0.330798193811361
pdo,Africa,13,1,0.31781705768452
npgo,Americas,13,1,0.253477921576389
npo,Antarctica,13,1,0.357649608888269
oni,Asia,13,2,cor04
nao,Europe,13,2,0.244729593079617
pdo,Oceania,13,2,cor04
iod,Africa,13,2,0.312644546791482
npgo,Americas,13,2,0.362231960440202
npo,Antarctica,13,2,0.378457788882973
oni,Asia,13,3,0.276980797878824
nao,Europe,13,3,0.327902764130574
iod,Oceania,13,3,0.322680411912491
oni,Africa,14,1,0.341888875038247
nao,Americas,14,1,cor04
pdo,Antarctica,14,1,0.291656234061933
iod,Asia,14,1,0.274985617988198
npgo,Europe,14,1,cor04
nao,Oceania,14,2,0.361690720511269
npgo,Africa,14,2,0.302913582750333
npo,Americas,14,2,0.283236997745732
iod,Antarctica,14,3,0.23589800030975
oni,Asia,15,2,0.322355781153496
nao,Europe,15,2,0.241468820971282
pdo,Oceania,15,2,0.236035647797245
npgo,Africa,15,2,0.363027499761871
oni,Americas,15,3,0.26024379537116
nao,Antarctica,15,3,0.251486645097107
pdo,Asia,15,3,0.247614717673097
iod,Europe,15,3,0.277321631776567
npgo,Oceania,15,3,0.266673550075612
oni,Africa,16,1,0.364600085660732
npgo,Americas,16,1,0.338215853455418
npo,Antarctica,16,1,0.263488047603082
oni,Asia,16,3,0.265541914566358
iod,Europe,16,3,0.354050818777561
npgo,Oceania,16,3,0.358873719083577
oni,Africa,17,1,0.318342114562082
nao,Americas,17,2,0.244839160052036
oni,Antarctica,17,3,0.234330038864678
nao,Asia,17,3,0.354088833837984
oni,Europe,18,1,0.328934467226333
nao,Oceania,18,1,0.324614139629812
npgo,Africa,18,3,0.266682579352776
nao,Americas,19,1,0.329010026883913
iod,Antarctica,19,1,0.302930757480894
oni,Asia,19,2,0.296921441418111
nao,Europe,19,2,0.259421528091286
npgo,Oceania,19,2,0.262840298368752
nao,Africa,19,3,0.251810992138311
pdo,Americas,19,3,0.340010214190925
oni,Antarctica,20,1,cor04
pdo,Asia,20,1,0.31369708305771
iod,Europe,20,1,0.268322955056423
npo,Oceania,20,1,0.270392410027972
iod,Africa,20,2,0.244328809469327
oni,Americas,20,3,0.30502796063621
pdo,Antarctica,20,3,0.286581561624231
iod,Asia,20,3,0.281909559316374
npgo,Europe,20,3,cor04
oni,Oceania,21,1,0.274598142644201
nao,Africa,21,1,0.32560424765082
pdo,Americas,21,1,0.360902290910062
npo,Antarctica,21,1,0.313783553924609
oni,Asia,21,2,0.275250258686595
nao,Europe,21,2,0.391108840278217
oni,Oceania,21,3,0.295775450609716
iod,Africa,21,3,0.236058732860442
oni,Americas,22,1,0.297973481201601
nao,Antarctica,22,1,0.27759622510232
pdo,Asia,22,1,0.258931834665648
npgo,Europe,22,1,0.299753929530608
oni,Oceania,22,2,0.257234006321177
nao,Africa,22,2,0.240624709350161
pdo,Americas,22,2,0.265699381084769
oni,Antarctica,22,3,0.272310040447603
iod,Asia,22,3,0.332670218869804
npo,Europe,22,3,0.268438418969098
pdo,Oceania,23,1,0.286887481318714
iod,Africa,23,1,0.27513654420986
oni,Americas,23,2,0.23324175787013
nao,Antarctica,23,2,0.290936157969561
nao,Asia,23,3,0.245962341927697
npgo,Europe,23,3,0.279681784372277
oni,Oceania,24,1,0.275347907773948
nao,Africa,24,1,0.27896018570683
nao,Americas,24,2,0.28050362371527
npgo,Antarctica,24,3,0.237452232738414
npo,Asia,24,3,0.233679924423446
nao,Europe,25,1,0.314072409690726
iod,Oceania,25,1,0.256721501039738
npgo,Africa,25,1,0.234989092505666
oni,Americas,25,2,0.293852141220768
pdo,Antarctica,25,2,0.275479472790718
npgo,Asia,25,2,0.237095496608764
npo,Europe,25,2,cor04
oni,Oceania,25,3,0.331693655526361
nao,Africa,25,3,0.300685268530851
npgo,Americas,25,3,0.309101557161638
oni,Antarctica,26,2,0.371676282547652
oni,Asia,26,3,0.232431816481316
pdo,Europe,26,3,0.292787948699294
iod,Oceania,26,3,0.23977976036455
oni,Africa,27,1,0.235124982154983
iod,Americas,27,1,0.255418749116976
oni,Antarctica,27,2,0.26843924745642
nao,Asia,27,2,0.236575139420334
iod,Europe,27,2,0.344996195282375
npo,Oceania,27,2,0.248335847036866
oni,Africa,27,3,0.392354250300402
pdo,Americas,27,3,cor04
npgo,Antarctica,27,3,0.327983857289487
npo,Asia,27,3,0.309638140362771
oni,Europe,1,1,0.23328130336345
npo,Oceania,1,1,0.339571489332472
oni,Africa,1,2,0.308626256424418
pdo,Americas,1,2,0.290168925717655
npgo,Antarctica,1,2,0.297903862194043
nao,Asia,1,3,0.27905689582341
oni,Europe,2,1,0.253673937921033
pdo,Oceania,2,1,0.318281400835932
iod,Africa,2,1,0.241564493187557
oni,Americas,2,2,0.32654430794358
npgo,Antarctica,2,2,0.383362514337158
nao,Asia,2,3,0.338013676531475
iod,Europe,2,3,0.245153548033683
npgo,Oceania,2,3,0.290432697376648
npo,Africa,2,3,0.303754572439167
oni,Americas,3,1,cor04
nao,Antarctica,3,1,0.256608297104712
iod,Asia,3,1,cor04
npo,Europe,3,1,0.268634493907385
oni,Oceania,3,2,cor04
nao,Africa,3,2,0.309911979470988
pdo,Americas,3,2,cor04
iod,Antarctica,3,2,0.235062747093047
npgo,Asia,3,2,cor04
npo,Europe,3,2,0.260765946593546
iod,Oceania,3,3,0.254819280397726
npgo,Africa,3,3,0.308369641870058
oni,Americas,4,1,0.267357544062391
pdo,Antarctica,4,1,0.267984603847193
oni,Asia,4,2,0.301280252208365
nao,Europe,4,2,0.264429811956684
pdo,Oceania,4,2,0.373817352222829
npgo,Africa,4,2,0.252017752892787
oni,Americas,4,3,0.233435406220117
pdo,Antarctica,4,3,0.238195153232994
oni,Asia,5,1,0.355644545037486
pdo,Europe,5,1,0.243417203972347
iod,Oceania,5,1,0.241483427173073
npgo,Africa,5,1,0.294349119684356
iod,Americas,5,2,0.248306393107372
oni,Antarctica,5,3,0.335462366212321
pdo,Asia,5,3,0.266763074845925
iod,Europe,5,3,0.253721127261355
npgo,Oceania,5,3,0.381402716809609
oni,Africa,6,1,0.298439444262158
nao,Americas,6,1,0.270222801519063
pdo,Antarctica,6,1,0.2500240554203
npgo,Asia,6,1,0.243689297442487
npo,Europe,6,1,0.359916964420895
oni,Oceania,6,2,0.241624282078975
iod,Africa,6,2,0.30750147156783
npgo,Americas,6,2,0.272833040215492
oni,Antarctica,6,3,0.27151841921213
iod,Asia,6,3,0.263298973608877
oni,Europe,7,1,cor04
pdo,Oceania,7,1,cor04
iod,Africa,7,1,0.298743328945677
npgo,Americas,7,1,0.243177257981797
npo,Antarctica,7,1,0.312802555333744
oni,Asia,7,2,0.234125640291925
nao,Europe,7,2,0.239487723861555
iod,Oceania,7,2,0.260846822330485
npgo,Africa,7,2,0.241152225226336
oni,Americas,7,3,0.346275064625852
pdo,Antarctica,7,3,cor04
npgo,Asia,7,3,0.35372391207865
npo,Europe,7,3,0.294686711386046
oni,Oceania,8,1,0.34716489964753
nao,Africa,8,1,cor04
pdo,Americas,8,1,0.351816128980847
npgo,Antarctica,8,1,0.28979161553207
oni,Asia,8,2,0.270502811345694
nao,Europe,8,2,0.327848174771727
iod,Oceania,8,2,0.253272968082284
npo,Africa,8,2,0.260119011005537
oni,Americas,8,3,0.242976883381171
nao,Antarctica,8,3,0.26374513320799
pdo,Asia,8,3,0.294727198304395
iod,Europe,8,3,0.239760339259503
npgo,Oceania,8,3,0.327706376763808
npo,Africa,8,3,0.286877538071206
nao,Americas,9,1,0.316176857034996
iod,Antarctica,9,1,0.234427528259863
npgo,Asia,9,1,0.30017760782373
npo,Europe,9,1,0.295774468197323
oni,Oceania,9,2,0.332346198121671
pdo,Africa,9,2,0.258708174311939
iod,Americas,9,2,0.270125410807729
nao,Antarctica,9,3,0.295474431774969
pdo,Asia,9,3,0.240027116891701
npo,Europe,9,3,0.275539960326637
oni,Oceania,10,1,0.278594437347553
nao,Africa,10,1,0.252299944254963
iod,Americas,10,1,0.294713057798655
npgo,Antarctica,10,1,0.362044356358477
npo,Asia,10,1,0.367645083171036
nao,Europe,10,2,0.254732670598557
npo,Oceania,10,2,0.349505402667803
oni,Africa,10,3,0.279734724972808
pdo,Americas,10,3,0.280776951010517
iod,Antarctica,10,3,0.298212456630094
npgo,Asia,10,3,0.260858549624412
iod,Europe,11,1,0.272281465888268
nao,Oceania,11,2,0.259977459463309
oni,Africa,11,3,0.359256520370207
nao,Americas,11,3,0.314453327375187
npgo,Antarctica,11,3,0.277251906647578
npo,Asia,11,3,0.391261612788231
oni,Europe,12,1,0.329725663880277
nao,Oceania,12,1,0.389868421520933
pdo,Africa,12,1,0.30416005412112
npo,Americas,12,1,0.324107029582571
oni,Antarctica,12,2,0.292706645774854
pdo,Asia,12,2,0.369887222553926
iod,Europe,12,2,0.272715979612653
npgo,Oceania,12,2,0.246634452136754
oni,Africa,13,1,cor04
nao,Americas,13,1,0.330798193811361
pdo,Antarctica,13,1,0.31781705768452
npgo,Asia,13,1,0.253477921576389
npo,Europe,13,1,0.357649608888269
oni,Oceania,13,2,cor04
nao,Africa,13,2,0.244729593079617
pdo,Americas,13,2,cor04
iod,Antarctica,13,2,0.312644546791482
npgo,Asia,13,2,0.362231960440202
npo,Europe,13,2,0.378457788882973
oni,Oceania,13,3,0.276980797878824
nao,Africa,13,3,0.327902764130574
iod,Americas,13,3,0.322680411912491
oni,Antarctica,14,1,0.341888875038247
nao,Asia,14,1,cor04
pdo,Europe,14,1,0.291656234061933
iod,Oceania,14,1,0.274985617988198
npgo,Africa,14,1,cor04
nao,Americas,14,2,0.361690720511269
npgo,Antarctica,14,2,0.302913582750333
npo,Asia,14,2,0.283236997745732
iod,Europe,14,3,0.23589800030975
oni,Oceania,15,2,0.322355781153496
nao,Africa,15,2,0.241468820971282
pdo,Americas,15,2,0.236035647797245
npgo,Antarctica,15,2,0.363027499761871
oni,Asia,15,3,0.26024379537116
nao,Europe,15,3,0.251486645097107
pdo,Oceania,15,3,0.247614717673097
iod,Africa,15,3,0.277321631776567
npgo,Americas,15,3,0.266673550075612
oni,Antarctica,16,1,0.364600085660732
npgo,Asia,16,1,0.338215853455418
npo,Europe,16,1,0.263488047603082
oni,Oceania,16,3,0.265541914566358
iod,Africa,16,3,0.354050818777561
npgo,Americas,16,3,0.358873719083577
oni,Antarctica,17,1,0.318342114562082
nao,Asia,17,2,0.244839160052036
oni,Europe,17,3,0.234330038864678
nao,Oceania,17,3,0.354088833837984
oni,Africa,18,1,0.328934467226333
nao,Americas,18,1,0.324614139629812
npgo,Antarctica,18,3,0.266682579352776
nao,Asia,19,1,0.329010026883913
iod,Europe,19,1,0.302930757480894
oni,Oceania,19,2,0.296921441418111
nao,Africa,19,2,0.259421528091286
npgo,Americas,19,2,0.262840298368752
nao,Antarctica,19,3,0.251810992138311
pdo,Asia,19,3,0.340010214190925
oni,Europe,20,1,cor04
pdo,Oceania,20,1,0.31369708305771
iod,Africa,20,1,0.268322955056423
npo,Americas,20,1,0.270392410027972
iod,Antarctica,20,2,0.244328809469327
oni,Asia,20,3,0.30502796063621
pdo,Europe,20,3,0.286581561624231
iod,Oceania,20,3,0.281909559316374
npgo,Africa,20,3,cor04
oni,Americas,21,1,0.274598142644201
nao,Antarctica,21,1,0.32560424765082
pdo,Asia,21,1,0.360902290910062
npo,Europe,21,1,0.313783553924609
oni,Oceania,21,2,0.275250258686595
nao,Africa,21,2,0.391108840278217
oni,Americas,21,3,0.295775450609716
iod,Antarctica,21,3,0.236058732860442
oni,Asia,22,1,0.297973481201601
nao,Europe,22,1,0.27759622510232
pdo,Oceania,22,1,0.258931834665648
npgo,Africa,22,1,0.299753929530608
oni,Americas,22,2,0.257234006321177
nao,Antarctica,22,2,0.240624709350161
pdo,Asia,22,2,0.265699381084769
oni,Europe,22,3,0.272310040447603
iod,Oceania,22,3,0.332670218869804
npo,Africa,22,3,0.268438418969098
pdo,Americas,23,1,0.286887481318714
iod,Antarctica,23,1,0.27513654420986
oni,Asia,23,2,0.23324175787013
nao,Europe,23,2,0.290936157969561
nao,Oceania,23,3,0.245962341927697
npgo,Africa,23,3,0.279681784372277
oni,Americas,24,1,0.275347907773948
nao,Antarctica,24,1,0.27896018570683
nao,Asia,24,2,0.28050362371527
npgo,Europe,24,3,0.237452232738414
npo,Oceania,24,3,0.233679924423446
nao,Africa,25,1,0.314072409690726
iod,Americas,25,1,0.256721501039738
npgo,Antarctica,25,1,0.234989092505666
oni,Asia,25,2,0.293852141220768
pdo,Europe,25,2,0.275479472790718
npgo,Oceania,25,2,0.237095496608764
npo,Africa,25,2,cor04
oni,Americas,25,3,0.331693655526361
nao,Antarctica,25,3,0.300685268530851
npgo,Asia,25,3,0.309101557161638
oni,Europe,26,2,0.371676282547652
oni,Oceania,26,3,0.232431816481316
pdo,Africa,26,3,0.292787948699294
iod,Americas,26,3,0.23977976036455
oni,Antarctica,27,1,0.235124982154983
iod,Asia,27,1,0.255418749116976
oni,Europe,27,2,0.26843924745642
nao,Oceania,27,2,0.236575139420334
iod,Africa,27,2,0.344996195282375
npo,Americas,27,2,0.248335847036866
oni,Antarctica,27,3,0.392354250300402
pdo,Asia,27,3,cor04
npgo,Europe,27,3,0.327983857289487
npo,Oceania,27,3,0.309638140362771
